period	category	brand	deal_type	sales	cogs	qty
2026-03	თმის საშრობი	BABYLISS	installment	250.00	119.00	1
2026-03	თმის სტაილერი	DREAME	installment	7595.00	4570.00	7
2026-03	თმის სტაილერი	PHILIPS	single	205.00	192.00	1
2026-03	თმის სტაილერი	SHARK	installment	1040.00	600.00	1
2026-03	თმის უთო	FRANKO	installment	240.00	119.00	2
2026-03	კაპუჩინატორი	FRANKO	installment	170.00	83.00	1
2026-03	კარკასული აუზი	Bestway	installment	420.00	245.00	1
2026-03	კიბე	NV	installment	160.00	117.00	1
2026-03	კომპრესორი	none	installment	2260.00	1220.84	1
2026-03	კონდიციონერი	CHIGO	installment	3650.00	2043.00	1
2026-03	კონდიციონერი	GREE	installment	1590.00	930.00	1
2026-03	კონდიციონერი	Hisense	installment	9800.00	5605.00	6
2026-03	კონდიციონერი	MARAZZI	installment	2400.00	1400.00	2
2026-03	კონდიციონერი	MIDEA	installment	11120.00	6420.00	5
2026-03	კონდიციონერი	MIDEA	single	1300.00	1230.00	1
2026-03	მატრასები	N/A	installment	2400.00	1245.00	3
2026-03	მაღალი წნევით რეცხვის აპარატი 	KARCHER	installment	1670.00	863.00	1
2026-03	მაცივარი	FRANKO	installment	4370.00	2562.00	3
2026-03	მაცივარი	Hisense	installment	9930.00	5690.00	7
2026-03	მაცივარი	LG	installment	3930.00	2230.00	2
2026-03	მაცივარი	MARAZZI	installment	10000.00	5840.00	7
2026-03	მაცივარი	MIDEA	installment	21740.00	12440.00	13
2026-03	მაცივარი	MIDEA	single	1220.00	1160.00	1
2026-03	მაცივარი	VOX	installment	8450.00	3813.00	3
2026-03	მიკროტალღური ღუმელი	BEKO	installment	910.00	460.00	2
2026-03	მიკროტალღური ღუმელი	DIXI	installment	580.00	330.00	2
2026-03	მიკროტალღური ღუმელი	Hisense	installment	380.00	190.00	1
2026-03	მიკროტალღური ღუმელი	MARAZZI	installment	280.00	168.00	1
2026-03	მიკროტალღური ღუმელი	MIDEA	installment	1270.00	726.00	4
2026-03	მიკროტალღური ღუმელი	SAMSUNG	installment	930.00	501.00	2
2026-03	მიკროტალღური ღუმელი	Toshiba	installment	320.00	158.00	1
2026-03	მინის საწმენდი	KARCHER	installment	430.00	225.00	1
2026-03	მიქსერი	BEKO	installment	150.00	88.00	1
2026-03	მიქსერი	Camry	installment	510.00	235.00	1
2026-03	მიქსერი	FRANKO	installment	990.00	555.00	1
2026-03	მიქსერი	KENWOOD	installment	210.00	80.00	1
2026-03	მიქსერი	MESKO	installment	270.00	155.00	1
2026-03	მიქსერი	Panasonic	installment	200.00	119.00	1
2026-03	მტვერსასრუტი	BEKO	installment	440.00	135.00	1
2026-03	მტვერსასრუტი	DREAME	installment	9700.00	5468.72	3
2026-03	მტვერსასრუტი	DREAME	single	3250.00	3092.00	1
2026-03	მტვერსასრუტი	FRANKO	installment	570.00	297.00	3
2026-03	მტვერსასრუტი	KARCHER	installment	6810.00	3341.40	5
2026-03	მტვერსასრუტი	MIDEA	installment	6045.00	3355.00	7
2026-03	მტვერსასრუტი	SAMSUNG	installment	3750.00	2071.00	6
2026-03	მტვერსასრუტი	SENCOR	installment	880.00	498.00	1
2026-03	მტვერსასრუტი	SHARK	installment	1380.00	800.00	1
2026-03	ორთქლით საწმენდი	FRANKO	installment	1780.00	951.00	3
2026-03	ორთქლით საწმენდი	KARCHER	installment	6560.00	3615.10	8
2026-03	ორთქლით საწმენდი	KARCHER	single	525.00	500.00	1
2026-03	ორთქლის გენერატორი	FRANKO	installment	760.00	386.00	1
2026-03	პურის საცხობი	FRANKO	installment	630.00	334.00	1
2026-03	პურის საცხობი	MESKO	installment	380.00	220.00	1
2026-03	პურის შესანახი	BERLLONG	installment	180.00	85.00	1
2026-03	რობოტი მტვერსასრუტი	DREAME	installment	9410.00	5495.00	3
2026-03	რობოტი მტვერსასრუტი	MIDEA	installment	2840.00	1600.00	1
2026-03	საათი	Casio	installment	800.00	449.00	3
2026-03	საბურავები	N/A	installment	1000.00	540.00	4
2026-03	საკერავი მანქანა	Janome	installment	860.00	500.00	1
2026-03	სარეცხი მანქანა	BEKO	installment	7670.00	3513.00	4
2026-03	სარეცხი მანქანა	CHIGO	installment	3400.00	1975.00	3
2026-03	სარეცხი მანქანა	Hisense	installment	33120.00	18945.00	33
2026-03	სარეცხი მანქანა	LG	installment	17460.00	9555.00	10
2026-03	სარეცხი მანქანა	LG	single	1100.00	960.00	1
2026-03	სარეცხი მანქანა	MIDEA	installment	25110.00	14505.00	19
2026-03	სარეცხი მანქანა	MIDEA	single	910.00	865.00	1
2026-03	სარეცხი მანქანა	SAMSUNG	installment	3430.00	1870.00	2
2026-03	სარეცხი მანქანა	Toshiba	installment	3680.00	1761.00	2
2026-03	სარეცხი მანქანა საშრობით	Hisense	installment	1670.00	970.00	1
2026-03	სარეცხი მანქანა საშრობით	SAMSUNG	installment	2700.00	1580.00	1
2026-03	სარეცხი მანქანა+შრობა	MARAZZI	installment	1830.00	1050.00	1
2026-03	სარეცხის საშრობი	Hisense	installment	2700.00	1580.00	2
2026-03	სარეცხის საშრობი	MIDEA	installment	1650.00	970.00	1
2026-03	სასწორი	FRANKO	installment	80.00	38.00	1
2026-03	საქანელა	ბრენდის გარეშე	installment	2700.00	1560.59	4
2026-03	საყინულე	FRANKO	installment	630.00	350.00	1
2026-03	საყინულე	Hisense	installment	950.00	550.00	1
2026-03	სეკატორი	Fiskars	installment	100.00	74.52	1
2026-03	სლაშის აპარატი	Ninja	installment	1500.00	879.00	1
2026-03	ტაფა	BERLLONG	installment	635.00	298.00	3
2026-03	ტაფა-ქვაბი	BERLLONG	installment	270.00	127.00	1
2026-03	ტელევიზორი 	BEKO	installment	5690.00	2998.00	4
2026-03	ტელევიზორი 	FRANKO	installment	10970.00	6343.00	14
2026-03	ტელევიზორი 	Hisense	installment	16040.00	9225.00	15
2026-03	ტელევიზორი 	iFFALCON	installment	1510.00	778.00	1
2026-03	ტელევიზორი 	LG	installment	6290.00	3116.00	4
2026-03	ტელევიზორი 	MARAZZI	installment	1390.00	800.00	1
2026-03	ტელევიზორი 	SAMSUNG	installment	32550.00	18240.00	15
2026-03	ტელევიზორი 	SHARP	installment	2680.00	1571.00	1
2026-03	ტელევიზორი 	SKYWORTH	installment	3750.00	2175.00	5
2026-03	ტელევიზორი 	Sunny	installment	1720.00	998.00	2
2026-03	ტელეფონი	Apple	installment	17930.00	12396.00	4
2026-03	ტელეფონი	HONOR	installment	183330.00	107109.00	161
2026-03	ტელეფონი	OPPO	installment	14600.00	8414.00	13
2026-03	ტელეფონი	SAMSUNG	installment	18510.00	10353.00	32
2026-03	ტენის ამომშრობი	MIDEA	installment	660.00	370.00	1
2026-03	ტოსტერი	FRANKO	installment	730.00	349.00	4
2026-03	ტრიმერი	FRANKO	installment	130.00	66.00	1
2026-03	ტრიმერი	Panasonic	installment	60.00	23.00	1
2026-03	ტრიმერი ელექტრო	Raider	installment	300.00	220.00	1
2026-03	უთო	AZRUM	installment	190.00	103.00	1
2026-03	უთო	BRAUN	installment	360.00	172.00	1
2026-03	უთო	FRANKO	installment	450.00	214.00	3
2026-03	უთო	PHILIPS	installment	650.00	360.00	2
2026-03	ურიკა	Pretul	installment	190.00	145.00	1
2026-03	ქვაბი	BERLLONG	installment	510.00	238.00	2
2026-03	ქიმწმენდის აპარატი	KARCHER	installment	4450.00	2276.00	3
2026-03	ღუმელი( ჩასაშენებელი )	MIDEA	single	585.00	557.00	1
2026-03	ყავის აპარატი	BEKO	installment	3560.00	2134.00	4
2026-03	ყავის აპარატი	DELONGHI	installment	760.00	438.00	1
2026-03	ყავის აპარატი	Ninja	installment	3400.00	1999.00	1
2026-03	ყავის აპარატი	Zilan	installment	60.00	29.00	1
2026-03	ყურსასმენი	SONY	installment	2480.00	1471.00	5
2026-03	ჩაიდანი	Camry	installment	120.00	45.00	1
2026-03	ჩაიდანი	MIDEA	installment	280.00	147.00	3
2026-03	ჩასამონტაჟებელი ჭურჭლის სარეცხი მანქანა	MIDEA	installment	960.00	560.00	1
2026-03	ჩასამონტაჟებელი ჭურჭლის სარეცხი მანქანა	MIDEA	single	620.00	590.00	1
2026-03	ჩასაშენებელი ელექტრო ღუმელი	Simfer	installment	660.00	365.00	1
2026-03	ჩასაშენებელი ზედაპირი	BEKO	installment	570.00	295.00	1
2026-03	ჩასაშენებელი ზედაპირი	DIXI	installment	280.00	150.00	1
2026-03	ჩასაშენებელი ზედაპირი	Simfer	installment	3950.00	2265.00	7
2026-03	ჩასაშენებელი ზედაპირი	Simfer	single	445.00	420.00	1
2026-03	ჩასაშენებელი მიკროტალღური ღუმელი	FRANKO	installment	670.00	391.00	1
2026-03	ჩასაშენებელი ღუმელი	BEKO	installment	6500.00	3709.00	6
2026-03	ჩასაშენებელი ღუმელი	MIDEA	installment	2640.00	1500.00	3
2026-03	ჩასაშენებელი ღუმელი	MIDEA	single	530.00	500.00	1
2026-03	ჩასაშენებელი ღუმელი	Simfer	installment	1000.00	580.00	1
2026-03	ჩასაშენებელი ჭურჭლის სარეცხი მანქანა	MIDEA	installment	1530.00	890.00	1
2026-03	ჩასაშენებელი ჭურჭლის სარეცხი მანქანა	MIDEA	single	665.00	590.00	1
2026-03	ჩირის აპარატი	FRANKO	installment	220.00	109.00	1
2026-03	ჩოფერი	FRANKO	installment	130.00	63.00	1
2026-03	წვენსაწური	FRANKO	installment	230.00	116.00	1
2026-03	წვენსაწური	NUTRIBULLET	installment	320.00	155.00	1
2026-03	წვენსაწური	Panasonic	installment	590.00	350.00	1
2026-03	წყლის დისპენსერი	CHIGO	installment	510.00	290.00	1
2026-03	წყლის დისპენსერი	DIXI	installment	470.00	255.00	1
2026-03	ჭურჭლის სარეცხი	SAMSUNG	installment	1640.00	891.00	1
2026-03	ჭურჭლის სარეცხი მანქანა	BEKO	installment	3890.00	1972.00	2
2026-03	ჭურჭლის სარეცხი მანქანა	GALANZ	installment	3150.00	1827.00	3
2026-03	ჭურჭლის სარეცხი მანქანა	MARAZZI	installment	5750.00	3250.00	4
2026-03	ჭურჭლის სარეცხი მანქანა	SAMSUNG	installment	2020.00	1095.00	1
2026-03	ჭურჭლის სარეცხი მანქანა	SHARP	installment	1430.00	810.00	1
2026-03	ხელის ბლენდერი	ARDESTO	installment	130.00	58.00	1
2026-03	ხელის ბლენდერი	BRAUN	installment	1490.00	715.00	3
2026-03	ხელის მტვერსასრუტი	KARCHER	single	190.00	145.00	1
2026-03	ხორცსაკეპი	Adler	installment	550.00	305.00	2
2026-03	ხორცსაკეპი	FRANKO	installment	1860.00	966.00	5
2026-03	ხორცსაკეპი	KENWOOD	installment	470.00	216.00	1
2026-03	ხორცსაკეპი	TEFAL	installment	470.00	250.00	1
2026-03	ხორცსაკეპი მანქანა	FRANKO	installment	890.00	463.00	2
2026-04		54	installment	900.00	496.00	1
2026-04		none	installment	1670.00	971.00	1
2026-04	none	none	installment	10810.00	6146.00	14
2026-04	აეროგრილი	BRAUN	installment	440.00	253.00	1
