dim	mo	k	n	amount	rem	act
goods	2025-06	2004	1	969.00	0.00	0
goods	2025-06	2013	1	1690.00	0.00	0
goods	2025-06	224	1	1102.00	0.00	0
goods	2025-06	231	1	1150.00	0.00	0
goods	2025-06	232	1	1615.00	0.00	0
goods	2025-06	242	3	2287.15	0.00	0
goods	2025-06	2489	106	135431.66	10966.77	12
goods	2025-06	256	2	1780.00	0.00	0
goods	2025-06	259	1	1770.00	0.00	0
goods	2025-06	261	1	1646.00	0.00	0
goods	2025-06	272	1	620.00	0.00	0
goods	2025-06	305	1	1315.82	0.00	0
goods	2025-06	325	1	404.00	0.00	0
goods	2025-06	328	1	410.00	0.00	0
goods	2025-06	333	2	1252.51	0.00	0
goods	2025-06	342	1	1327.00	0.00	0
goods	2025-06	38305	1	1484.00	0.00	0
goods	2025-06	393	2	1748.00	0.00	0
goods	2025-06	402	1	284.00	0.00	0
goods	2025-06	40370	1	510.00	0.00	0
goods	2025-06	40372	1	407.00	0.00	0
goods	2025-06	404	1	4418.00	0.00	0
goods	2025-06	423	2	3838.38	2141.07	1
goods	2025-06	425	1	1184.00	0.00	0
goods	2025-06	426	1	1090.00	0.00	0
goods	2025-06	427	1	970.00	0.00	0
goods	2025-06	430	1	1375.00	0.00	0
goods	2025-06	433	2	3497.00	0.00	0
goods	2025-06	438	1	1420.00	0.00	0
goods	2025-06	444	1	2458.00	0.00	0
goods	2025-06	456	1	530.00	0.00	0
goods	2025-06	459	1	400.00	0.00	0
goods	2025-06	500	2	1343.54	0.00	0
goods	2025-06	51602	1	400.00	0.00	0
goods	2025-06	51711	1	1125.00	0.00	0
goods	2025-06	51712	3	4057.08	0.00	0
goods	2025-06	522	1	1590.00	687.73	1
goods	2025-06	57803	2	720.21	150.00	1
goods	2025-06	605	1	3690.00	0.00	0
goods	2025-06	61093	1	430.00	0.00	0
goods	2025-06	611	2	2000.00	0.00	0
goods	2025-06	630	1	870.00	0.00	0
goods	2025-06	631	1	655.00	0.00	0
goods	2025-06	641	2	5439.25	0.00	0
goods	2025-06	652	2	2291.00	0.00	0
goods	2025-06	653	2	3170.00	400.00	1
goods	2025-06	667	1	1300.00	0.00	0
goods	2025-06	679	2	1273.45	0.00	0
goods	2025-06	685	1	1890.00	0.00	0
goods	2025-06	704	1	1287.00	0.00	0
goods	2025-06	709	1	900.00	0.00	0
goods	2025-06	723	1	370.00	0.00	0
goods	2025-06	745	1	409.00	0.00	0
goods	2025-06	747	5	4207.00	1026.00	2
goods	2025-06	782	1	1550.00	0.00	0
goods	2025-06	793	1	642.38	0.00	0
goods	2025-06	829	1	320.00	0.00	0
goods	2025-06	848	1	1100.00	0.00	0
goods	2025-06	859	1	98.09	0.00	0
goods	2025-06	873	1	1990.00	0.00	0
goods	2025-06	885	1	1319.00	0.00	0
goods	2025-06	886	1	1350.00	0.00	0
goods	2025-06	891	1	1190.00	0.00	0
goods	2025-06	893	1	1320.00	1090.00	1
goods	2025-06	902	1	1241.00	0.00	0
goods	2025-06	909	1	439.00	416.00	1
goods	2025-06	916	2	1439.00	0.00	0
goods	2025-06	921	1	1050.00	0.00	0
goods	2025-06	927	1	773.00	0.00	0
goods	2025-06	932	1	519.03	0.00	0
goods	2025-06	999	1	220.00	0.00	0
goods	2025-07	1005	1	1244.00	0.00	0
goods	2025-07	1008	1	1085.00	0.00	0
goods	2025-07	1011	2	3557.00	1127.00	1
goods	2025-07	1012	1	490.00	0.00	0
goods	2025-07	1013	1	375.11	0.00	0
goods	2025-07	1015	1	606.00	0.00	0
goods	2025-07	1055	1	1330.00	0.00	0
goods	2025-07	106	1	570.00	0.00	0
goods	2025-07	1068	1	1850.00	431.13	1
goods	2025-07	1069	1	2300.00	0.00	0
goods	2025-07	1071	3	1421.37	0.00	0
goods	2025-07	1089	2	2132.00	0.00	0
goods	2025-07	1094	1	2549.00	0.00	0
goods	2025-07	1104	1	1119.62	0.00	0
goods	2025-07	1107	1	430.00	0.00	0
goods	2025-07	1108	1	320.00	0.00	0
goods	2025-07	1109	1	330.00	0.00	0
goods	2025-07	1148	1	880.53	0.00	0
goods	2025-07	1151	1	365.00	0.00	0
goods	2025-07	1152	1	290.00	0.00	0
goods	2025-07	1155	1	510.00	0.00	0
goods	2025-07	1156	1	493.45	0.00	0
goods	2025-07	1157	3	2670.00	0.00	0
goods	2025-07	1158	1	2076.00	1028.66	1
goods	2025-07	1159	1	2220.00	0.00	0
goods	2025-07	1161	2	1995.20	0.00	0
goods	2025-07	1177	2	4844.00	0.00	0
goods	2025-07	1180	1	2100.00	0.00	0
goods	2025-07	1185	1	3356.25	0.00	0
goods	2025-07	1186	1	2012.00	0.00	0
goods	2025-07	1192	1	719.00	0.00	0
goods	2025-07	1193	3	1669.00	311.00	1
goods	2025-07	1203	1	380.00	0.00	0
goods	2025-07	1204	1	660.00	0.00	0
goods	2025-07	1213	1	2679.00	0.00	0
goods	2025-07	1214	1	3190.00	0.00	0
goods	2025-07	1218	1	1814.00	0.00	0
goods	2025-07	1239	2	5340.00	2240.00	1
goods	2025-07	1243	1	109.75	0.00	0
goods	2025-07	125	1	854.00	0.00	0
goods	2025-07	1280	1	330.00	0.00	0
goods	2025-07	149	1	770.00	0.00	0
goods	2025-07	151	1	479.00	0.00	0
goods	2025-07	1971	1	454.00	0.00	0
goods	2025-07	1973	1	1120.00	0.00	0
goods	2025-07	1977	1	1274.00	0.00	0
goods	2025-07	1992	2	793.39	359.72	1
goods	2025-07	1995	1	762.88	0.00	0
goods	2025-07	2001	1	1694.00	0.00	0
goods	2025-07	229	2	774.00	0.00	0
goods	2025-07	231	2	2700.00	0.00	0
goods	2025-07	232	1	970.00	0.00	0
goods	2025-07	234	2	2883.00	1173.00	1
goods	2025-07	236	2	3490.00	0.00	0
goods	2025-07	243	1	1350.00	0.00	0
goods	2025-07	244	1	2190.00	0.00	0
goods	2025-07	245	1	920.00	0.00	0
goods	2025-07	2489	128	145384.20	8571.21	9
goods	2025-07	252	2	4875.10	939.00	1
goods	2025-07	295	1	850.00	304.36	1
goods	2025-07	324	3	1410.38	0.00	0
goods	2025-07	330	1	381.99	0.00	0
goods	2025-07	337	1	1137.46	0.00	0
goods	2025-07	338	1	2050.00	0.00	0
goods	2025-07	343	1	2098.88	0.00	0
goods	2025-07	344	2	4112.70	0.00	0
goods	2025-07	353	1	406.00	0.00	0
goods	2025-07	393	1	636.00	0.00	0
goods	2025-07	40377	1	1690.00	1350.00	1
goods	2025-07	414	2	1871.00	0.00	0
goods	2025-07	416	1	1530.00	0.00	0
goods	2025-07	419	2	4912.68	1085.56	1
goods	2025-07	420	1	2538.00	0.00	0
goods	2025-07	425	1	744.00	700.00	1
goods	2025-07	426	1	1150.00	0.00	0
goods	2025-07	427	1	907.35	0.00	0
goods	2025-07	433	1	1700.00	0.00	0
goods	2025-07	434	1	629.94	187.94	1
goods	2025-07	447	1	960.00	0.00	0
goods	2025-07	456	2	1111.00	0.00	0
goods	2025-07	463	1	1435.00	0.00	0
goods	2025-07	471	1	420.00	0.00	0
goods	2025-07	481	1	2443.00	0.00	0
goods	2025-07	484	1	470.00	0.00	0
goods	2025-07	490	1	711.00	0.00	0
goods	2025-07	500	3	2629.00	0.00	0
goods	2025-07	515	1	574.00	0.00	0
goods	2025-07	51601	2	509.88	0.00	0
goods	2025-07	51602	1	390.00	0.00	0
goods	2025-07	51708	2	1183.00	0.00	0
goods	2025-07	51710	2	1066.22	0.00	0
goods	2025-07	51712	2	3035.00	0.00	0
goods	2025-07	523	1	1178.00	0.00	0
goods	2025-07	528	1	2800.00	0.00	0
goods	2025-07	530	2	2300.00	0.00	0
goods	2025-07	537	1	1150.00	0.00	0
goods	2025-07	539	1	500.00	0.00	0
goods	2025-07	57803	1	447.37	0.00	0
goods	2025-07	602	1	2890.00	0.00	0
goods	2025-07	605	1	3690.00	2820.00	1
goods	2025-07	61093	3	1275.00	0.00	0
goods	2025-07	611	1	1030.00	0.00	0
goods	2025-07	630	2	1758.18	0.00	0
goods	2025-07	641	3	7437.08	0.00	0
goods	2025-07	644	2	5500.00	0.00	0
goods	2025-07	653	2	3897.11	1100.00	1
goods	2025-07	656	1	890.00	0.00	0
goods	2025-07	679	5	3663.88	0.00	0
goods	2025-07	686	2	6770.00	0.00	0
goods	2025-07	688	1	2587.00	729.00	1
goods	2025-07	703	1	1167.00	0.00	0
goods	2025-07	721	1	1975.00	0.00	0
goods	2025-07	744	1	487.00	0.00	0
goods	2025-07	747	3	2543.00	0.00	0
goods	2025-07	76287	1	1231.00	0.00	0
goods	2025-07	766	1	930.00	0.00	0
goods	2025-07	772	1	711.92	0.00	0
goods	2025-07	833	1	550.00	0.00	0
goods	2025-07	843	1	1170.00	0.00	0
goods	2025-07	883	1	2038.28	0.00	0
goods	2025-07	893	1	1190.00	0.00	0
goods	2025-07	895	1	777.00	0.00	0
goods	2025-07	900	1	860.00	0.00	0
goods	2025-07	908	1	1570.00	1420.00	1
goods	2025-07	930	1	577.00	0.00	0
goods	2025-07	932	1	490.00	0.00	0
goods	2025-07	935	1	1071.00	0.00	0
goods	2025-07	960	1	720.00	0.00	0
goods	2025-07	969	2	3450.00	800.00	1
goods	2025-07	977	1	845.00	0.00	0
goods	2025-07	991	3	1497.00	235.00	1
goods	2025-08	1008	1	1043.09	0.00	0
goods	2025-08	1016	1	1000.00	0.00	0
goods	2025-08	1023	2	693.00	100.00	1
goods	2025-08	1054	6	4480.76	0.00	0
goods	2025-08	1059	1	830.00	225.00	1
goods	2025-08	1076	1	796.00	0.00	0
goods	2025-08	1089	1	989.00	0.00	0
goods	2025-08	1177	1	1870.00	0.00	0
goods	2025-08	1179	2	1086.73	0.00	0
goods	2025-08	1180	1	2800.00	1905.00	1
goods	2025-08	1186	1	1846.00	0.00	0
goods	2025-08	1190	1	690.00	0.00	0
goods	2025-08	1211	1	1393.00	0.00	0
goods	2025-08	1243	1	550.00	0.00	0
goods	2025-08	1245	1	2650.00	0.00	0
goods	2025-08	125	1	495.00	0.00	0
goods	2025-08	1297	1	970.00	0.00	0
goods	2025-08	1301	2	2532.00	208.66	1
goods	2025-08	1304	2	3754.00	0.00	0
goods	2025-08	1330	1	400.00	0.00	0
goods	2025-08	1372	1	1458.53	0.00	0
goods	2025-08	1373	1	1590.00	0.00	0
goods	2025-08	138	1	390.00	0.00	0
goods	2025-08	1978	1	1165.00	0.00	0
goods	2025-08	1990	1	1338.67	542.56	1
goods	2025-08	2006	1	790.00	0.00	0
goods	2025-08	2018	1	556.00	0.00	0
goods	2025-08	2020	3	3448.00	0.00	0
goods	2025-08	2023	3	5059.00	0.00	0
goods	2025-08	2026	1	850.00	0.00	0
goods	2025-08	234	1	1196.00	0.00	0
goods	2025-08	236	1	1742.00	0.00	0
goods	2025-08	2489	41	52594.16	3192.15	5
goods	2025-08	340	1	1640.20	0.00	0
goods	2025-08	341	1	1690.00	0.00	0
goods	2025-08	362	1	820.00	0.00	0
goods	2025-08	367	1	1220.00	0.00	0
goods	2025-08	368	1	1050.00	0.00	0
goods	2025-08	369	1	2035.00	0.00	0
goods	2025-08	38856	1	2850.00	0.00	0
goods	2025-08	392	2	2445.00	0.00	0
goods	2025-08	427	1	995.94	0.00	0
goods	2025-08	433	1	1832.00	0.00	0
goods	2025-08	481	1	1948.00	1225.00	1
goods	2025-08	490	1	450.00	0.00	0
goods	2025-08	499	1	509.00	0.00	0
goods	2025-08	501	2	1710.00	0.00	0
goods	2025-08	524	1	1162.68	0.00	0
goods	2025-08	537	1	1150.00	0.00	0
goods	2025-08	570	1	1016.00	0.00	0
goods	2025-08	602	1	2883.00	0.00	0
goods	2025-08	618	1	1920.00	0.00	0
goods	2025-08	630	4	3207.00	0.00	0
goods	2025-08	656	1	870.00	0.00	0
goods	2025-08	657	1	2791.00	0.00	0
goods	2025-08	678	2	3373.68	0.00	0
goods	2025-08	682	1	860.00	0.00	0
goods	2025-08	685	2	2309.73	0.00	0
goods	2025-08	686	2	4615.00	0.00	0
goods	2025-08	687	1	386.00	193.00	1
goods	2025-08	704	1	247.00	0.00	0
goods	2025-08	723	1	400.00	0.00	0
goods	2025-08	783	1	1990.00	0.00	0
goods	2025-08	798	2	920.37	0.00	0
goods	2025-08	826	1	2000.00	0.00	0
goods	2025-08	843	1	1297.00	0.00	0
goods	2025-08	861	1	835.00	0.00	0
goods	2025-08	862	1	690.00	0.00	0
goods	2025-08	863	1	2230.32	0.00	0
goods	2025-08	914	1	670.00	0.00	0
goods	2025-08	919	1	470.00	0.00	0
goods	2025-08	954	1	449.00	0.00	0
goods	2025-08	958	1	1059.36	0.00	0
goods	2025-08	991	2	1270.00	0.00	0
goods	2025-08	996	1	393.24	0.00	0
goods	2025-09	1011	1	1854.00	0.00	0
goods	2025-09	1016	1	1050.00	0.00	0
goods	2025-09	1021	1	978.00	0.00	0
goods	2025-09	1024	1	710.00	0.00	0
goods	2025-09	1025	1	689.67	0.00	0
goods	2025-09	1054	1	740.00	0.00	0
goods	2025-09	1067	2	3510.00	0.00	0
goods	2025-09	1076	2	1505.00	0.00	0
goods	2025-09	1079	1	900.00	0.00	0
goods	2025-09	1086	1	820.00	0.00	0
goods	2025-09	1087	1	2480.00	0.00	0
goods	2025-09	1095	1	1210.39	0.00	0
goods	2025-09	110	1	680.00	0.00	0
goods	2025-09	117	1	200.00	0.00	0
goods	2025-09	1171	1	1732.00	0.00	0
goods	2025-09	1191	1	720.00	0.00	0
goods	2025-09	1192	2	1804.00	0.00	0
goods	2025-09	1216	1	4037.00	0.00	0
goods	2025-09	1243	1	732.00	0.00	0
goods	2025-09	1246	1	1840.00	0.00	0
goods	2025-09	1273	1	670.00	0.00	0
goods	2025-09	1274	1	1200.00	0.00	0
goods	2025-09	1281	1	1050.00	0.00	0
goods	2025-09	1303	1	1390.00	0.00	0
goods	2025-09	1304	1	4335.05	2382.44	1
goods	2025-09	1316	2	2139.65	0.00	0
goods	2025-09	1330	1	830.00	0.00	0
goods	2025-09	1342	1	3451.57	0.00	0
goods	2025-09	1346	1	818.00	0.00	0
goods	2025-09	1352	1	477.17	0.00	0
goods	2025-09	1361	1	2450.00	0.00	0
goods	2025-09	1369	1	1155.00	0.00	0
goods	2025-09	1382	2	1255.00	829.00	2
goods	2025-09	1391	1	954.32	0.00	0
goods	2025-09	1403	2	3169.58	1350.00	1
goods	2025-09	1407	2	2872.17	0.00	0
goods	2025-09	1444	1	3184.00	0.00	0
goods	2025-09	1464	1	290.00	0.00	0
goods	2025-09	1467	1	692.00	0.00	0
goods	2025-09	1475	1	1850.00	0.00	0
goods	2025-09	1983	3	1632.00	0.00	0
goods	2025-09	1995	1	1296.00	288.00	1
goods	2025-09	2001	1	1920.00	0.00	0
goods	2025-09	2007	3	4178.44	0.00	0
goods	2025-09	2023	1	1654.00	0.00	0
goods	2025-09	2025	2	1060.00	48.00	1
goods	2025-09	2026	1	845.43	0.00	0
goods	2025-09	2027	1	330.00	0.00	0
goods	2025-09	219	1	111.56	0.00	0
goods	2025-09	223	1	980.00	0.00	0
goods	2025-09	234	1	1199.00	0.00	0
goods	2025-09	242	1	2510.00	0.00	0
goods	2025-09	2489	57	72705.29	3496.70	4
goods	2025-09	252	2	3064.00	0.00	0
goods	2025-09	253	2	1462.00	0.00	0
goods	2025-09	265	3	3600.00	428.00	1
goods	2025-09	271	6	7540.00	0.00	0
goods	2025-09	275	1	1570.00	0.00	0
goods	2025-09	308	1	810.00	0.00	0
goods	2025-09	311	1	780.00	0.00	0
goods	2025-09	313	1	1130.00	0.00	0
goods	2025-09	351	1	861.44	0.00	0
goods	2025-09	362	1	230.00	0.00	0
goods	2025-09	393	1	953.00	0.00	0
goods	2025-09	394	1	1347.00	0.00	0
goods	2025-09	40377	2	2853.00	0.00	0
goods	2025-09	41455	2	1060.00	0.00	0
goods	2025-09	425	1	1165.36	0.00	0
goods	2025-09	426	1	1075.00	0.00	0
goods	2025-09	433	3	6199.00	0.00	0
goods	2025-09	434	2	4050.00	1800.00	1
goods	2025-09	436	1	740.00	0.00	0
goods	2025-09	438	1	3298.00	0.00	0
goods	2025-09	446	1	550.00	0.00	0
goods	2025-09	456	1	345.00	0.00	0
goods	2025-09	481	2	3680.00	990.00	1
goods	2025-09	490	1	470.00	0.00	0
goods	2025-09	500	1	610.78	0.00	0
goods	2025-09	507	1	650.00	0.00	0
goods	2025-09	539	1	250.00	0.00	0
goods	2025-09	570	1	1183.00	0.00	0
goods	2025-09	587	1	2030.00	0.00	0
goods	2025-09	601	1	2750.00	0.00	0
goods	2025-09	608	1	1190.00	439.44	1
goods	2025-09	647	2	1620.00	0.00	0
goods	2025-09	649	1	2555.00	0.00	0
goods	2025-09	654	1	1547.00	1377.00	1
goods	2025-09	660	2	3016.24	0.00	0
goods	2025-09	668	1	905.00	0.00	0
goods	2025-09	672	1	1800.00	0.00	0
goods	2025-09	685	2	2440.00	0.00	0
goods	2025-09	686	1	2047.28	0.00	0
goods	2025-09	688	1	2390.00	0.00	0
goods	2025-09	696	1	1610.00	0.00	0
goods	2025-09	721	1	1950.00	0.00	0
goods	2025-09	747	3	2846.00	0.00	0
goods	2025-09	753	1	1110.00	0.00	0
goods	2025-09	766	1	749.00	0.00	0
goods	2025-09	772	1	535.00	0.00	0
goods	2025-09	798	2	1422.00	0.00	0
goods	2025-09	808	1	937.00	0.00	0
goods	2025-09	816	1	1275.00	0.00	0
goods	2025-09	843	1	2924.00	0.00	0
goods	2025-09	844	1	1609.00	0.00	0
goods	2025-09	846	1	1442.32	268.28	1
goods	2025-09	859	2	1193.68	0.00	0
goods	2025-09	861	1	550.00	0.00	0
goods	2025-09	867	1	2720.00	0.00	0
goods	2025-09	883	2	4262.72	194.00	1
goods	2025-09	893	1	1209.00	0.00	0
goods	2025-09	895	1	880.00	0.00	0
goods	2025-09	897	1	1439.00	0.00	0
goods	2025-09	912	1	1477.84	0.00	0
goods	2025-09	913	1	640.00	0.00	0
goods	2025-09	954	1	449.00	0.00	0
goods	2025-09	986	1	462.00	0.00	0
goods	2025-09	991	2	1040.00	0.00	0
goods	2025-10	1000	1	2850.00	1980.00	1
goods	2025-10	1008	1	1794.92	971.46	1
goods	2025-10	1009	2	2140.00	603.00	1
goods	2025-10	1012	1	495.00	0.00	0
goods	2025-10	1027	2	1180.00	0.00	0
goods	2025-10	1035	1	850.00	0.00	0
goods	2025-10	1054	1	750.00	204.00	1
goods	2025-10	1063	2	2145.76	0.00	0
goods	2025-10	1094	1	2026.06	0.00	0
goods	2025-10	1095	1	1418.00	0.00	0
goods	2025-10	1145	1	1817.00	0.00	0
goods	2025-10	115	1	408.94	0.00	0
goods	2025-10	1186	1	1760.00	0.00	0
goods	2025-10	1190	2	1327.00	0.00	0
goods	2025-10	1191	1	714.00	0.00	0
goods	2025-10	1193	1	1125.00	248.41	1
goods	2025-10	1218	1	1890.00	0.00	0
goods	2025-10	1255	1	1650.00	0.00	0
goods	2025-10	1272	1	1300.00	0.00	0
goods	2025-10	128	1	425.96	0.00	0
goods	2025-10	1295	1	808.60	0.00	0
goods	2025-10	1306	1	2450.00	0.00	0
goods	2025-10	13218	1	890.00	0.00	0
goods	2025-10	1330	1	599.00	308.00	1
goods	2025-10	1341	1	1578.00	0.00	0
goods	2025-10	1346	1	828.00	0.00	0
goods	2025-10	1350	1	450.00	0.00	0
goods	2025-10	1391	1	1045.00	0.00	0
goods	2025-10	1405	1	1990.00	0.00	0
goods	2025-10	1406	2	4540.00	0.00	0
goods	2025-10	1407	1	1199.16	0.00	0
goods	2025-10	1435	2	861.00	0.00	0
goods	2025-10	1442	1	800.00	70.75	1
goods	2025-10	1453	2	2312.24	0.00	0
goods	2025-10	1470	1	936.20	0.00	0
goods	2025-10	1471	2	2502.99	0.00	0
goods	2025-10	1472	2	1109.70	0.00	0
goods	2025-10	1473	2	1488.00	71.00	1
goods	2025-10	1476	1	2190.00	0.00	0
goods	2025-10	1484	1	1650.00	0.00	0
goods	2025-10	1485	1	1794.26	0.00	0
goods	2025-10	1488	1	210.00	0.00	0
goods	2025-10	1511	1	598.41	0.00	0
goods	2025-10	1512	2	1945.24	0.00	0
goods	2025-10	1513	4	5360.00	0.00	0
goods	2025-10	1514	1	1392.00	0.00	0
goods	2025-10	1515	1	1706.00	0.00	0
goods	2025-10	1517	1	580.00	0.00	0
goods	2025-10	1521	1	1560.00	0.00	0
goods	2025-10	1522	1	1550.00	0.00	0
goods	2025-10	1523	1	800.00	0.00	0
goods	2025-10	1530	1	1470.00	0.00	0
goods	2025-10	1545	2	2139.00	271.00	1
goods	2025-10	1595	1	560.00	0.00	0
goods	2025-10	1597	1	1426.00	0.00	0
goods	2025-10	1601	1	573.00	0.00	0
goods	2025-10	2026	2	1716.00	790.00	1
goods	2025-10	2027	1	446.00	0.00	0
goods	2025-10	229	1	820.00	0.00	0
goods	2025-10	242	1	1060.00	0.00	0
goods	2025-10	2489	66	81781.15	8291.04	8
goods	2025-10	265	7	7354.00	0.00	0
goods	2025-10	271	3	3797.00	0.00	0
goods	2025-10	275	1	1415.00	0.00	0
goods	2025-10	279	1	459.72	0.00	0
goods	2025-10	319	1	470.00	0.00	0
goods	2025-10	341	2	2685.00	894.00	2
goods	2025-10	351	4	4460.03	93.00	1
goods	2025-10	355	2	862.00	83.72	1
goods	2025-10	374	1	3318.00	0.00	0
goods	2025-10	40492	1	247.00	0.00	0
goods	2025-10	41197	1	487.00	0.00	0
goods	2025-10	413	1	987.39	0.00	0
goods	2025-10	426	1	869.23	0.00	0
goods	2025-10	427	1	1120.00	0.00	0
goods	2025-10	432	1	2630.00	1910.00	1
goods	2025-10	433	1	1869.00	0.00	0
goods	2025-10	434	1	1959.71	0.00	0
goods	2025-10	435	1	2370.00	1693.56	1
goods	2025-10	440	1	526.00	0.00	0
goods	2025-10	490	1	878.00	0.00	0
goods	2025-10	570	1	1309.58	0.00	0
goods	2025-10	583	1	1983.00	0.00	0
goods	2025-10	606	1	1163.99	0.00	0
goods	2025-10	640	1	1690.00	0.00	0
goods	2025-10	669	2	2067.00	0.00	0
goods	2025-10	681	1	1521.00	280.00	1
goods	2025-10	682	1	2050.00	0.00	0
goods	2025-10	692	1	1790.00	0.00	0
goods	2025-10	696	1	1445.76	0.00	0
goods	2025-10	747	2	1225.36	244.36	1
goods	2025-10	748	1	450.00	0.00	0
goods	2025-10	749	1	850.00	258.00	1
goods	2025-10	773	1	1190.00	0.00	0
goods	2025-10	774	1	1330.00	0.00	0
goods	2025-10	795	1	368.00	0.00	0
goods	2025-10	798	1	420.00	0.00	0
goods	2025-10	826	1	1030.00	0.00	0
goods	2025-10	843	1	1220.00	0.00	0
goods	2025-10	844	1	1050.00	0.00	0
goods	2025-10	881	1	2886.00	0.00	0
goods	2025-10	883	1	5590.00	0.00	0
goods	2025-10	895	1	850.00	0.00	0
goods	2025-10	910	1	738.00	0.00	0
goods	2025-10	916	1	793.00	0.00	0
goods	2025-10	927	1	720.00	0.00	0
goods	2025-10	954	1	677.00	600.00	1
goods	2025-10	989	1	1450.00	0.00	0
goods	2025-10	991	2	860.00	0.00	0
goods	2025-10	994	1	315.44	186.22	1
goods	2025-11	1000	1	2551.00	263.00	1
goods	2025-11	1007	2	1821.93	92.00	1
goods	2025-11	1008	1	1039.00	96.00	1
goods	2025-11	1009	2	2140.00	188.62	2
goods	2025-11	1010	2	3959.66	363.61	2
goods	2025-11	1022	1	298.00	0.00	0
goods	2025-11	1066	1	2130.00	203.00	1
goods	2025-11	1067	1	2152.00	0.00	0
goods	2025-11	1086	3	3370.00	969.75	3
goods	2025-11	115	1	280.00	0.00	0
goods	2025-11	116	2	1090.00	553.00	2
goods	2025-11	117	1	278.00	0.00	0
goods	2025-11	1180	1	1820.00	164.00	1
goods	2025-11	1185	1	1968.24	1421.24	1
goods	2025-11	1191	3	2725.05	171.19	2
goods	2025-11	1192	1	750.00	70.00	1
goods	2025-11	1193	1	682.00	66.00	1
goods	2025-11	125	1	170.00	145.00	1
goods	2025-11	1272	1	1300.00	128.00	1
goods	2025-11	1273	3	2013.00	299.00	2
goods	2025-11	1276	1	445.00	44.00	1
goods	2025-11	128	1	600.00	0.00	0
goods	2025-11	1293	1	470.00	46.00	1
goods	2025-11	1315	1	1192.00	595.00	1
goods	2025-11	1316	2	2237.00	114.00	1
goods	2025-11	1339	2	2597.80	1126.00	2
goods	2025-11	1340	1	1654.16	0.00	0
goods	2025-11	1356	1	350.00	63.66	1
goods	2025-11	1379	1	1520.00	150.00	1
goods	2025-11	138	1	1100.00	108.00	1
goods	2025-11	1382	2	2311.00	255.16	2
goods	2025-11	1386	1	3075.52	605.78	1
goods	2025-11	1389	2	1966.00	769.00	2
goods	2025-11	1390	1	970.00	88.00	1
goods	2025-11	1391	2	1914.67	96.33	1
goods	2025-11	1397	1	3660.00	3290.00	1
goods	2025-11	1403	1	1396.00	134.03	1
goods	2025-11	1405	1	1790.15	196.46	1
goods	2025-11	1406	1	2280.00	220.00	1
goods	2025-11	1407	2	2756.00	955.00	1
goods	2025-11	1435	1	320.00	36.00	1
goods	2025-11	1442	1	274.00	0.00	0
goods	2025-11	1445	1	1950.00	0.00	0
goods	2025-11	1453	1	1696.00	0.00	0
goods	2025-11	1467	2	1530.00	145.00	2
goods	2025-11	1470	1	999.00	0.00	0
goods	2025-11	1471	1	1360.00	1006.61	1
goods	2025-11	1472	3	1377.43	586.00	2
goods	2025-11	1473	3	2007.00	213.00	2
goods	2025-11	1476	1	1860.97	170.97	1
goods	2025-11	1477	1	2035.00	170.00	1
goods	2025-11	1480	1	188.02	0.00	0
goods	2025-11	1504	1	1150.00	402.00	1
goods	2025-11	1511	2	1106.00	0.00	0
goods	2025-11	1512	2	1959.52	872.52	1
goods	2025-11	1513	1	1878.36	0.00	0
goods	2025-11	1514	1	1328.56	280.00	1
goods	2025-11	1515	2	4066.00	0.00	0
goods	2025-11	1521	1	3050.00	300.00	1
goods	2025-11	1523	1	1520.00	151.00	1
goods	2025-11	1528	1	1790.00	1350.00	1
goods	2025-11	1532	1	2370.00	230.00	1
goods	2025-11	1536	1	1043.00	326.66	1
goods	2025-11	1545	4	4014.00	1980.00	4
goods	2025-11	1549	3	2758.68	1636.47	3
goods	2025-11	1567	1	328.00	23.00	1
goods	2025-11	1576	1	2420.00	717.78	1
goods	2025-11	1594	4	2696.97	565.00	4
goods	2025-11	1595	3	820.00	0.00	0
goods	2025-11	1597	1	1520.00	150.00	1
goods	2025-11	1610	1	500.00	0.00	0
goods	2025-11	1611	1	340.00	33.00	1
goods	2025-11	1613	1	2209.00	0.00	0
goods	2025-11	1620	3	1915.00	190.00	3
goods	2025-11	1650	1	480.00	262.77	1
goods	2025-11	1658	1	3240.00	3000.00	1
goods	2025-11	1659	1	2420.00	0.00	0
goods	2025-11	1661	1	1390.00	100.00	1
goods	2025-11	1663	1	1306.38	708.00	1
goods	2025-11	1677	1	3420.00	1320.00	1
goods	2025-11	1679	1	2479.66	243.61	1
goods	2025-11	1737	1	920.00	760.00	1
goods	2025-11	1795	1	445.00	0.00	0
goods	2025-11	194	1	135.00	0.00	0
goods	2025-11	2007	1	1390.00	0.00	0
goods	2025-11	2025	1	549.00	54.00	1
goods	2025-11	2026	1	845.08	83.00	1
goods	2025-11	2042	3	4838.28	1390.00	1
goods	2025-11	205	1	461.00	46.00	1
goods	2025-11	241	2	1634.44	79.61	1
goods	2025-11	242	1	1004.53	579.53	1
goods	2025-11	243	1	1378.44	620.00	1
goods	2025-11	244	1	2150.00	0.00	0
goods	2025-11	2489	73	93204.54	18065.00	49
goods	2025-11	2509	1	1110.00	0.00	0
goods	2025-11	252	2	2915.00	141.00	1
goods	2025-11	259	1	1780.00	170.00	1
goods	2025-11	265	6	7716.23	2193.84	5
goods	2025-11	267	4	5209.00	281.00	2
